id,plan_id,section_path,text,checked,sort_order
PITEM_0312,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,Conjugate regular and irregular verbs in the present tense (Präsens).,0,12
PITEM_0313,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,"Conjugate foundational modal verbs (können, müssen, wollen, dürfen).",0,13
PITEM_0314,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,Understand Separable and Inseparable verbs (Trennbare und Untrennbare Verben).,0,14
PITEM_0315,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,Form commands using the Imperative mood (Imperativ).,0,15
PITEM_0316,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation","Memorize grammatical gender classifications: masculine (der), feminine (die), neuter (das).",0,16
PITEM_0317,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation",Learn standard plural formation patterns.,0,17
PITEM_0318,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation",Distinguish between Nominative (subject) and Accusative (direct object) cases.,0,18
PITEM_0319,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation","Modify definite, indefinite, and possessive articles (mein, dein, sein...) for Nominative and Accusative.",0,19
PITEM_0320,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation",Master the syntax of negation: _nicht_ (for verbs/adjectives) vs. _kein_ (for nouns).,0,20
PITEM_0321,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 4. Vocabulary Acquisition (500–650 Words),Personal introductions and family structures.,0,21
PITEM_0322,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 4. Vocabulary Acquisition (500–650 Words),Immediate surroundings and daily routines.,0,22
PITEM_0323,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 4. Vocabulary Acquisition (500–650 Words),"Basic shopping interactions, food, and drink.",0,23
PITEM_0324,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 4. Vocabulary Acquisition (500–650 Words),Numerical fluency and calendar dates.,0,24
PITEM_0325,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 5. Listening, Reading, and Writing","Listen to slow, clearly articulated speech (predictable phrasing).",0,25
PITEM_0326,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 5. Listening, Reading, and Writing","Read short, highly contextualized texts (signs, menus, basic emails).",0,26
PITEM_0327,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 5. Listening, Reading, and Writing",Write standard forms with personal details and short functional messages.,0,27
PITEM_0328,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 6. Assessment & Progression Checkpoint (A1),Take a free online A1 mock exam (Goethe-Institut or telc website).,0,28
PITEM_0329,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 6. Assessment & Progression Checkpoint (A1),"Self-Assessment: Can you introduce yourself, order food, and form basic present-tense sentences without looking at notes? Do not progress until scoring >75% on the mock exam.",0,29
PITEM_0330,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 1. Advanced Syntax: Subordinate Clauses & Word Order,"Integrate subordinating conjunctions (weil, dass, obwohl, wenn).",0,30
PITEM_0331,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 1. Advanced Syntax: Subordinate Clauses & Word Order,Practice moving the conjugated verb to the absolute end of the subordinate clause.,0,31
PITEM_0332,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 1. Advanced Syntax: Subordinate Clauses & Word Order,"Master the TeKaMoLo rule for sentence word order (Temporal, Kausal, Modal, Lokal).",0,32
PITEM_0333,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 2. Temporal Scope: Past Tenses,Master the Present Perfect (Perfekt) for spoken communication.,0,33
PITEM_0334,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 2. Temporal Scope: Past Tenses,Memorize past participles and auxiliary verb selection (haben vs. sein).,0,34
PITEM_0335,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 2. Temporal Scope: Past Tenses,Introduce the Simple Past (Präteritum) for modal and auxiliary verbs.,0,35
PITEM_0336,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",Learn strictly dative verbs and declension of dative personal pronouns.,0,36
PITEM_0337,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",Master two-way prepositions (Wechselpräpositionen) for Accusative vs. Dative.,0,37
PITEM_0338,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",Introduce the Genitive case (Genitiv) for expressing possession.,0,38
PITEM_0339,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",Understand the n-declension (n-Deklination) for specific masculine nouns.,0,39
PITEM_0340,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives","Introduce foundational adjective declensions based on gender, number, and case.",0,40
PITEM_0341,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives",Form and use the Comparative and Superlative degrees of adjectives.,0,41
PITEM_0342,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 3. Morphological Complexity: Dative, Genitive & Adjectives","Master Reflexive verbs and pronouns (e.g., sich interessieren).",0,42
PITEM_0343,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 4. Vocabulary (up to 1,500 Words), Speaking & Early Culture","Expand vocabulary to professional backgrounds, housing, and leisure.",0,43
PITEM_0344,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 4. Vocabulary (up to 1,500 Words), Speaking & Early Culture","Introduce basic DACH regional distinctions (Germany, Austria, Switzerland cultural norms).",0,44
PITEM_0345,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 4. Vocabulary (up to 1,500 Words), Speaking & Early Culture",Practice sentence-level intonation and connected speech rhythms.,0,45
PITEM_0346,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 4. Vocabulary (up to 1,500 Words), Speaking & Early Culture","**Live Interaction Milestone:** Schedule a 30-minute language exchange (via Tandem or HelloTalk) once a week to practice basic, unscripted dialogues.",0,46
PITEM_0347,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 5. Listening, Reading, and Writing",Extract essential info from announcements and recorded dialogues.,0,47
PITEM_0348,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 5. Listening, Reading, and Writing",Process short informational brochures and compound sentences.,0,48
PITEM_0349,PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 5. Listening, Reading, and Writing","Write informal emails linking sentences with coordinating conjunctions (und, oder, aber, denn).",0,49
PITEM_0350,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 6. Assessment & Progression Checkpoint (A2),Complete a full Goethe-Zertifikat A2 mock exam under timed conditions.,0,50
PITEM_0351,PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 4–6: CEFR Level A2 (Advanced Beginner) > 6. Assessment & Progression Checkpoint (A2),Ensure you can naturally deploy the _Perfekt_ tense in speech before moving to Phase 2.,0,51
PITEM_0352,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 1. Syntactical Depth & Cohesion,Master Relative Clauses (Relativsätze) with properly declined relative pronouns.,0,52
PITEM_0353,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 1. Syntactical Depth & Cohesion,Learn the Passive Voice (Passiv) in present and simple past tenses.,0,53
PITEM_0354,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 1. Syntactical Depth & Cohesion,"Use Subjunctive II (Konjunktiv II) for polite requests and hypothetical situations (ich würde, ich hätte, ich wäre).",0,54
PITEM_0355,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 1. Syntactical Depth & Cohesion,"Form Infinitive clauses (Infinitiv mit zu, um... zu, ohne... zu, anstatt... zu).",0,55
PITEM_0356,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives","Memorize verbs with fixed prepositions (Verben mit Präpositionen, e.g., warten auf).",0,56
PITEM_0357,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives","Use Da-compounds and Wo-compounds (darauf, worauf, damit, womit) to reference ideas/objects.",0,57
PITEM_0358,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives",Introduce the Past Perfect (Plusquamperfekt) for sequencing past events.,0,58
PITEM_0359,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives",Learn the Future Tense (Futur I) using _werden_.,0,59
PITEM_0360,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 2. Advanced Verbs, Tenses & Adjectives","Automate adjective declensions across Nominative, Accusative, and Dative cases.",0,60
PITEM_0361,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 3. Vocabulary (up to 3,000 Words), Pragmatics & Live Interaction","Expand lexicon to articulate past experiences, future dreams, and workplace scenarios.",0,61
PITEM_0362,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 3. Vocabulary (up to 3,000 Words), Pragmatics & Live Interaction","Integrate conversational filler words (Füllwörter: halt, eben, doch, mal) for native rhythm.",0,62
PITEM_0363,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 3. Vocabulary (up to 3,000 Words), Pragmatics & Live Interaction",Learn basic German workplace etiquette and the cultural implications of directness vs. indirectness.,0,63
PITEM_0364,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 3. Vocabulary (up to 3,000 Words), Pragmatics & Live Interaction",**Live Interaction Milestone:** Book bi-weekly sessions with an _italki_ community tutor to force spontaneous recall without relying on native language.,0,64
PITEM_0365,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 4. Listening, Reading, and Writing",Understand radio/TV narratives on current affairs with standard pronunciation (Hochdeutsch).,0,65
PITEM_0366,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 4. Listening, Reading, and Writing","Read journalistic articles, opinion pieces, and adapted short stories.",0,66
PITEM_0367,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 4. Listening, Reading, and Writing","Write formal and informal emails adhering to German epistolary conventions (e.g., Sehr geehrte Damen und Herren).",0,67
PITEM_0368,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 5. Assessment & Progression Checkpoint (B1),Write a 100-word formal email and get it graded by a native speaker.,0,68
PITEM_0369,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 5. Assessment & Progression Checkpoint (B1),Record a 3-minute spontaneous audio describing an image or past event.,0,69
PITEM_0370,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 7–10: CEFR Level B1 (Intermediate) > 5. Assessment & Progression Checkpoint (B1),Take a telc or Goethe B1 Mock exam. Do not progress until scoring >80%.,0,70
PITEM_0371,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,"Master Nomen-Verb-Verbindungen (fixed noun-verb collocations, e.g., eine Entscheidung treffen).",0,71
PITEM_0372,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,Expand the passive voice with modal verbs and the Zustandspassiv (statal passive).,0,72
PITEM_0373,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,Master Subjunctive I (Konjunktiv I) for reporting indirect speech.,0,73
PITEM_0374,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,"Execute complex syntax using multi-part conjunctions (zwar... aber, je... desto).",0,74
PITEM_0375,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,"Use advanced prepositions requiring the Genitive case (wegen, trotz, während, innerhalb).",0,75
PITEM_0376,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 1. Nuanced Grammar & Collocations,Recognize the Future Perfect (Futur II) and Passiversatzformen (passive alternatives like _sich lassen_).,0,76
PITEM_0377,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 2. Vocabulary (5,000–6,000 Words) & Intensive Live Interaction","Acquire terminology for technology, environment, macro-politics, and economics.",0,77
PITEM_0378,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 2. Vocabulary (5,000–6,000 Words) & Intensive Live Interaction","Focus on accent reduction through advanced shadowing (e.g., fast colloquial speech like ""hamma"" for ""haben wir"").",0,78
PITEM_0379,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 2. Vocabulary (5,000–6,000 Words) & Intensive Live Interaction",**Live Interaction Milestone:** Engage in active debate on complex topics with native speakers or advanced tutors weekly.,0,79
PITEM_0380,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 3. High-Level Listening, Reading, and Writing",Understand extended speech and academic lectures without subtitles.,0,80
PITEM_0381,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 3. High-Level Listening, Reading, and Writing","Read specialized journalistic articles (Der Spiegel, Die Zeit) and contemporary prose.",0,81
PITEM_0382,PLAN_0003,"Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 3. High-Level Listening, Reading, and Writing","Write structured essays, comprehensive reports, and detailed argumentative texts.",0,82
PITEM_0383,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 4. Assessment & Progression Checkpoint (B2),"Take a full B2 Mock Exam (reading, listening, writing, speaking).",0,83
PITEM_0384,PLAN_0003,Phase 2: Independent User (B1 – B2) – Intermediate Fluency and Expression > Months 11–15: CEFR Level B2 (Upper Intermediate) > 4. Assessment & Progression Checkpoint (B2),Engage in a 15-minute debate on a randomly assigned topic with a native speaker without resorting to English.,0,84
PITEM_0385,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 1. Stylistic Variation & Rhetorical Impact,Transform sentences between Nominalstil (nominal style) and Verbalstil (verbal style) for academic/legal writing.,0,85
PITEM_0386,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 1. Stylistic Variation & Rhetorical Impact,"Use Partizipialattribute (participles as adjectives) to construct lengthy, descriptive sentences.",0,86
PITEM_0387,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 1. Stylistic Variation & Rhetorical Impact,Deploy Subjunctive II for highly nuanced hypotheticals and diplomatic framing.,0,87
PITEM_0388,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 2. Specialized Vocabulary & Pragmatics,"Master advanced lexicon for political debates, digitalization, and academic discourse.",0,88
PITEM_0389,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 2. Specialized Vocabulary & Pragmatics,"Prioritize phrasal verbs, idioms, and advanced collocations.",0,89
PITEM_0390,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 2. Specialized Vocabulary & Pragmatics,Master Füllwörter for hesitation management and native-like pragmatics.,0,90
PITEM_0391,PLAN_0003,"Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 3. Academic Reading, Listening, and Essay Structuring","Understand implicit meaning, sarcasm, and irony in unadapted television and live debates.",0,91
PITEM_0392,PLAN_0003,"Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 3. Academic Reading, Listening, and Essay Structuring",Compose comprehensive academic essays with rigorous organizational patterns and cohesive devices.,0,92
PITEM_0393,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 16–21: CEFR Level C1 (Advanced) > 4. Assessment & Progression Checkpoint (C1),"C1 Mock exam. Output must reflect complex stylistic variations (e.g., flawless _Nominalstil_).",0,93
PITEM_0394,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 22–36: CEFR Level C2 (Mastery) > 1. Total Immersion & Near-Native Application,"Understand diverse regional dialects, rapid speech, and socio-historical connotations.",0,94
PITEM_0395,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 22–36: CEFR Level C2 (Mastery) > 1. Total Immersion & Near-Native Application,"Consume unadapted native content: literature, historical documentaries, and scientific journals.",0,95
PITEM_0396,PLAN_0003,Phase 3: Proficient User (C1 – C2) – Advanced Mastery and Academic Fluency > Months 22–36: CEFR Level C2 (Mastery) > 1. Total Immersion & Near-Native Application,"Synthesize information from disparate sources into flawless, spontaneous presentations.",0,96
PITEM_0397,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Morning: Lexical Anchoring (20–30 Minutes),Review 10–20 new words using Spaced Repetition Software (Anki or Quizlet).,0,97
PITEM_0398,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Morning: Lexical Anchoring (20–30 Minutes),"Vocalize the word, state its definite article (der/die/das), plural form, and generate a contextualized sample sentence.",0,98
PITEM_0399,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Afternoon: Comprehensible Input & Phonetic Mimicry (30–45 Minutes),Consume passive and active listening content appropriate for your CEFR level.,0,99
PITEM_0400,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Afternoon: Comprehensible Input & Phonetic Mimicry (30–45 Minutes),"**Active Shadowing:** Select a 2-minute segment. Listen, pause, and repeat aloud, mimicking intonation, rhythm, and articulation perfectly.",0,100
PITEM_0401,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Afternoon: Comprehensible Input & Phonetic Mimicry (30–45 Minutes),"**Optional (A1–A2):** Use [Slow German](https://www.youtube.com/results?search_query=Slow+German+Annik+Rubens) for shadowing: read the transcript from [slowgerman.com](https://slowgerman.com/), then listen and repeat phrase by phrase.",0,101
PITEM_0402,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Evening: Syntactic Construction & Output Generation (30–45 Minutes),Watch one highly specific grammar instructional video.,0,102
PITEM_0403,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Evening: Syntactic Construction & Output Generation (30–45 Minutes),"Write 5 to 10 original, complex sentences physically applying the newly learned grammatical rule.",0,103
PITEM_0404,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Daily Micro-Routine (1.5 to 2.5 Hours) > Evening: Syntactic Construction & Output Generation (30–45 Minutes),"**Active Feedback Loop:** Instantly validate your sentences using AI tools (e.g., ChatGPT/Claude) instructed to act as a strict German grammar teacher. Submit longer paragraphs weekly to native speakers on LangCorrect or to your tutor to prevent fossilizing errors.",0,104
PITEM_0405,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Weekly Macro-Routine (Thematic Cycles),**Monday – Wednesday (Acquisition):** Focus entirely on ingesting new structural grammar rules and thematic vocabulary clusters.,0,105
PITEM_0406,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Weekly Macro-Routine (Thematic Cycles),"**Thursday – Friday (Application & Correction):** Transition to output. Write short essays, emails, or record audio diaries. **Mandatory:** Submit this output for external correction.",0,106
PITEM_0407,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Weekly Macro-Routine (Thematic Cycles),**Saturday (Simulation & Live Interaction):**,0,107
PITEM_0408,PLAN_0003,Autonomous Execution Framework: Daily and Weekly Protocols > Weekly Macro-Routine (Thematic Cycles),"**Sunday (Passive Recovery):** Discard active study. Consume German media (podcasts, vlogs, music, films) purely for entertainment to allow subconscious consolidation.",0,108
PITEM_0409,PLAN_0004,Backlog,https://youtu.be/YfT0irsgB3Q?is=MLt94FrTt3a6UL6E,0,1
PITEM_0410,PLAN_0004,Backlog,What is a vibrato tenor and similar words like this one in Western music,0,2
PITEM_0411,PLAN_0004,"Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Posture, Bench Setup, Hand Shape, and Wrist Alignment",Establish non-collapsed wrist alignment,1,3
PITEM_0412,PLAN_0004,"Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Posture, Bench Setup, Hand Shape, and Wrist Alignment",Set bench height to level with elbows,1,4
PITEM_0413,PLAN_0004,"Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Posture, Bench Setup, Hand Shape, and Wrist Alignment",Master arm gravity technique over muscular force,1,5
PITEM_0414,PLAN_0004,"Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Posture, Bench Setup, Hand Shape, and Wrist Alignment",Daily practice audit for postural consistency,0,6
PITEM_0415,PLAN_0004,Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Keyboard Geography and Note Names,Recognize keyboard via black-key clustering (2s and 3s),0,7
PITEM_0416,PLAN_0004,Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Keyboard Geography and Note Names,Master note names across all octaves,0,8
PITEM_0417,PLAN_0004,Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Keyboard Geography and Note Names,Develop tactile proprioception without visual dependency,0,9
PITEM_0418,PLAN_0004,Phase 1: Biomechanical Foundation and Spatial Mapping (Months 1-3) > Month 1: Posture and Keyboard Geography > Keyboard Geography and Note Names,Navigate entire 88-key range fluently,0,10
